Prison_ID,Prison_Type,Security_Level,Capacity,Number_of_Blocks,Current_Occupancy,Admissions_Last_7_Days,Admissions_Last_30_Days,Pending_Admissions,Releases_Last_7_Days,Releases_Last_30_Days,Upcoming_Releases_30_Days,Upcoming_Releases_60_Days,Upcoming_Releases_90_Days,Transfers_In_Last_30_Days,Transfers_Out_Last_30_Days,Pending_Transfers_In,Pending_Transfers_Out,Average_Remaining_Sentence,Median_Remaining_Sentence,Occupancy_7_Days_Ago,Occupancy_30_Days_Ago,Occupancy_60_Days_Ago,Occupancy_90_Days_Ago,Occupancy_30_Days,Occupancy_60_Days,Occupancy_90_Days
PR008031,Remand,Low,329,2,219,83,305,8,79,366,327,665,994,1,1,4,2,3.1,2.6,233,271,318,396,204,158,170
PR008032,Minimum Security,Low,655,4,198,25,121,3,28,134,127,252,364,7,3,2,3,21.4,13.0,199,221,217,229,213,196,217
PR008033,Remand,High,968,6,888,417,1801,7,387,1603,1397,2818,4299,10,3,3,0,1.2,0.7,838,683,482,262,1335,1355,1355
PR008034,Minimum Security,Low,520,4,381,54,228,1,50,241,249,523,769,2,4,1,4,10.0,6.8,379,392,412,417,343,288,249
PR008035,Maximum Security,High,1024,6,793,58,261,14,50,205,192,392,579,18,3,5,0,58.6,48.6,776,727,646,598,850,906,975
PR008036,Women's,Low,369,4,295,70,292,5,38,180,148,308,482,2,2,0,3,10.7,8.5,272,176,71,0,391,516,516
PR008037,Remand,High,275,3,138,25,124,3,41,179,150,292,460,0,3,0,2,4.3,3.3,153,193,265,277,113,102,65
PR008038,Remand,Medium,545,5,442,158,687,5,191,775,791,1618,2437,2,4,1,1,1.4,0.9,464,535,624,708,360,258,140
PR008039,Maximum Security,High,722,4,598,61,233,10,33,142,157,312,506,0,8,2,2,54.7,42.5,576,514,450,387,665,702,743
PR008040,Women's,Low,591,6,396,72,316,5,61,299,351,662,1010,4,3,1,4,13.7,9.5,387,386,374,362,353,328,279
PR008041,Minimum Security,Low,927,6,691,93,445,12,88,447,395,758,1155,1,10,5,3,19.4,13.9,692,707,730,731,765,868,929
PR008042,Remand,High,493,3,246,142,615,6,173,735,710,1423,2168,3,5,4,4,4.1,2.7,275,380,474,623,137,23,0
PR008043,Women's,Medium,193,3,186,31,149,3,29,132,148,287,403,3,1,1,0,14.2,9.9,181,165,142,106,195,247,270
PR008044,Remand,Medium,404,2,360,82,334,5,90,366,271,543,815,6,4,3,2,0.9,0.7,371,394,401,467,467,565,565
PR008045,Women's,Medium,348,2,291,40,199,6,47,195,187,396,584,3,4,0,0,13.6,11.7,291,291,297,346,308,322,310
PR008046,Minimum Security,Low,548,3,533,77,343,4,49,222,211,394,575,6,4,0,4,19.9,17.7,506,419,267,173,646,767,767
PR008047,Juvenile,Low,230,2,203,54,196,3,45,210,224,462,702,2,2,4,2,9.1,5.1,205,219,247,223,187,150,128
PR008048,Women's,Medium,503,3,437,74,304,7,69,304,298,601,900,6,1,1,1,19.6,13.7,438,439,411,414,446,480,501
PR008049,Remand,Medium,756,5,645,417,1642,9,338,1448,1532,3052,4602,1,2,0,0,0.5,0.4,604,452,253,86,785,939,1058
PR008050,Juvenile,Low,248,1,165,28,142,2,26,148,140,318,476,0,2,0,3,8.3,6.5,168,193,179,214,160,156,147
PR008051,Minimum Security,Low,679,4,486,105,445,8,77,343,335,630,911,10,8,1,0,48.7,42.8,464,379,287,169,590,750,940
PR008052,Women's,Low,796,5,774,147,633,15,156,624,625,1241,1909,3,3,1,0,54.4,40.7,771,753,764,735,783,831,796
PR008053,Women's,Low,356,4,294,50,233,3,52,200,214,450,644,1,1,0,0,3.7,2.4,287,271,207,198,287,245,327
PR008054,Juvenile,Medium,225,1,184,41,158,1,45,199,224,469,723,3,0,1,2,6.1,4.0,195,227,258,292,132,29,0
PR008055,Women's,Low,498,4,304,97,350,5,112,422,453,891,1332,6,3,1,1,8.3,6.6,324,370,456,536,200,73,10
PR008056,Remand,Medium,459,3,413,123,573,6,133,593,617,1303,1986,8,7,0,3,6.0,4.4,416,425,448,481,327,181,87
PR008057,Remand,Medium,393,2,271,89,474,4,85,342,379,766,1147,0,2,1,4,2.0,1.5,236,146,26,0,381,494,550
PR008058,Minimum Security,Low,966,5,934,184,747,7,182,703,857,1722,2573,9,6,1,0,11.5,10.1,924,876,828,821,839,692,606
PR008059,Juvenile,Medium,170,1,159,25,132,3,19,101,113,237,363,0,2,2,1,13.0,7.5,158,132,92,48,188,200,216
PR008060,Women's,Low,447,3,349,30,144,3,42,150,165,330,513,4,3,3,0,6.5,5.4,353,346,357,350,345,328,331
PR008061,Remand,Medium,623,4,574,290,1091,9,202,887,980,1943,2936,4,5,0,4,7.0,5.8,526,360,153,0,675,789,852
PR008062,Minimum Security,Medium,953,7,640,110,517,8,85,423,393,821,1234,3,10,2,1,15.5,13.8,623,580,467,385,712,720,814
PR008063,Remand,Medium,722,5,363,176,716,3,154,730,645,1297,2020,0,6,5,2,0.5,0.3,369,397,416,441,454,530,549
PR008064,Women's,Medium,108,2,79,12,45,0,10,36,39,78,116,0,1,0,2,5.6,3.3,77,86,67,38,85,58,110
PR008065,Women's,Medium,299,1,289,32,156,2,26,122,104,191,282,3,0,2,3,20.5,12.8,288,271,205,182,348,418,418
PR008066,Minimum Security,Low,599,5,479,81,313,8,71,318,379,753,1111,9,6,0,2,16.6,11.4,473,480,468,521,403,345,245
PR008067,Maximum Security,High,842,6,794,47,174,9,37,147,141,308,455,12,9,0,1,12.7,9.9,790,773,712,701,849,843,855
PR008068,Remand,High,850,6,654,153,661,15,235,936,995,2001,2999,10,4,7,2,7.4,5.5,714,913,1105,1105,351,39,0
PR008069,Maximum Security,High,907,8,637,45,196,8,38,155,173,348,532,3,12,2,2,32.9,20.6,632,605,547,527,653,721,716
PR008070,Women's,Medium,301,1,194,27,91,4,28,132,140,273,429,4,0,1,2,22.8,13.1,199,225,243,323,151,132,106
PR008071,Remand,Medium,331,2,305,77,385,2,90,408,334,667,985,4,0,4,3,1.7,1.4,305,322,333,351,372,463,463
PR008072,Remand,Medium,428,3,363,205,934,8,223,994,962,1976,2957,2,4,0,1,1.5,0.8,377,437,496,544,291,187,140
PR008073,Minimum Security,Medium,367,1,242,29,151,4,35,113,124,252,414,3,4,0,0,14.8,11.2,235,208,198,129,285,310,288
PR008074,Remand,High,297,3,194,60,247,5,67,262,292,590,904,4,1,0,2,1.1,0.6,196,212,197,222,122,58,0
PR008075,Women's,Low,418,3,296,47,203,7,32,175,174,349,540,4,0,5,0,9.8,8.3,293,281,230,213,321,365,390
PR008076,Remand,High,1002,7,971,262,1057,11,324,1486,1538,3091,4680,2,3,1,0,3.2,1.9,1074,1302,1302,1302,494,0,0
PR008077,Maximum Security,High,1227,10,896,63,310,16,77,352,359,706,1065,12,3,6,1,106.7,69.8,899,935,959,975,862,864,849
PR008078,Minimum Security,Low,516,4,346,35,180,2,51,245,236,468,724,4,0,1,2,5.1,4.0,360,396,475,558,317,311,272
PR008079,Women's,Low,229,2,159,23,75,4,29,110,111,228,325,0,1,0,3,14.3,12.0,167,195,219,254,128,99,120
PR008080,Women's,Low,599,4,409,33,194,2,54,231,247,465,718,4,3,1,1,10.2,9.2,413,434,441,509,358,315,252
PR008081,Minimum Security,Low,414,2,327,37,164,3,20,120,111,209,309,1,2,1,3,6.9,6.1,317,296,249,170,401,481,515
PR008082,Remand,Medium,781,5,691,292,1300,4,377,1580,1513,3067,4634,2,0,1,1,3.9,3.3,762,975,1015,1015,497,249,25
PR008083,Maximum Security,High,411,3,387,16,56,4,12,47,65,130,214,1,5,0,1,18.5,10.6,389,379,360,379,369,356,324
PR008084,Remand,Medium,486,3,418,135,586,1,161,652,585,1191,1767,1,2,0,2,1.0,0.8,433,483,561,621,411,358,338
PR008085,Maximum Security,High,995,8,821,98,398,7,70,357,368,720,1119,7,5,5,0,25.8,17.9,815,767,713,690,833,857,862
PR008086,Women's,Medium,432,4,368,49,170,3,38,152,151,291,428,5,4,1,1,9.1,6.1,361,344,327,328,388,438,465
PR008087,Women's,Low,161,1,100,19,75,2,17,63,64,127,204,3,3,0,1,8.6,4.7,102,107,73,75,127,150,124
PR008088,Minimum Security,Medium,590,4,301,56,230,4,58,273,292,564,842,1,4,2,2,6.3,3.9,309,345,398,439,229,164,84
PR008089,Remand,Medium,756,6,662,309,1314,3,405,1703,1830,3701,5545,4,5,1,1,3.8,2.2,750,982,982,982,227,0,0
PR008090,Maximum Security,High,928,4,666,45,176,22,32,126,135,261,413,4,10,0,3,103.2,65.3,657,624,589,568,700,774,821
PR008091,Minimum Security,Low,319,2,262,48,205,7,36,161,158,318,473,0,1,1,0,5.4,3.9,251,221,187,99,335,403,446
PR008092,Maximum Security,High,1244,7,917,82,355,29,74,296,368,741,1099,10,3,2,3,27.1,17.7,899,864,782,733,934,932,938
PR008093,Minimum Security,Low,522,6,469,57,269,9,70,274,259,524,743,2,2,2,2,28.3,25.1,473,476,471,507,486,514,566
PR008094,Women's,Medium,349,3,275,38,188,6,36,194,176,359,554,3,1,1,1,23.3,14.3,274,273,265,258,292,337,341
PR008095,Maximum Security,High,732,4,662,54,227,9,57,241,258,516,754,1,4,1,1,39.6,28.1,661,687,685,709,606,593,582
PR008096,Women's,Medium,457,3,272,43,165,5,44,171,153,305,461,6,2,2,3,10.5,7.6,279,270,263,298,287,320,287
PR008097,Maximum Security,High,742,4,535,38,127,8,28,124,154,299,450,1,10,0,0,47.5,41.4,530,536,572,529,492,468,446
PR008098,Remand,High,1019,9,891,335,1433,18,329,1461,1273,2482,3725,10,3,2,0,1.4,1.2,898,915,939,908,1078,1341,1426
PR008099,Remand,High,973,4,762,242,991,10,220,939,881,1803,2707,3,1,1,2,0.7,0.4,745,712,639,556,855,917,966
PR008100,Women's,High,253,2,227,31,114,3,23,93,92,167,242,2,0,0,0,14.1,11.5,217,209,198,161,255,318,325
PR008101,Minimum Security,Low,262,2,192,19,97,3,29,111,115,208,301,2,0,0,2,8.8,5.2,195,217,217,194,190,161,167
PR008102,Minimum Security,Low,979,5,584,58,264,9,55,257,252,478,743,8,8,2,0,37.4,25.5,584,574,577,530,587,592,587
PR008103,Juvenile,Medium,58,1,54,9,30,0,11,63,45,88,140,0,1,0,1,10.9,9.1,62,75,75,75,53,28,51
PR008104,Juvenile,Low,67,1,43,9,25,1,7,28,28,61,95,1,0,4,0,20.5,15.8,42,34,52,53,35,33,28
PR008105,Juvenile,Medium,218,3,188,65,234,1,77,322,346,633,926,1,0,0,2,4.7,3.8,214,271,283,283,50,0,0
PR008106,Maximum Security,High,1269,8,496,27,134,24,32,113,89,170,256,2,9,0,4,55.7,34.4,487,488,455,460,539,619,654
PR008107,Minimum Security,Medium,208,2,147,22,98,5,29,114,101,220,350,1,3,2,0,18.5,14.0,160,163,171,201,138,117,122
PR008108,Women's,Medium,533,3,441,58,261,8,65,314,263,509,768,3,2,0,2,7.7,5.3,460,502,552,598,442,448,450
PR008109,Remand,Low,1128,9,548,252,1164,11,228,1033,1099,2155,3267,3,12,5,1,0.5,0.3,519,424,303,182,594,661,710
PR008110,Remand,High,469,3,249,106,441,6,146,591,595,1157,1732,3,3,1,2,6.4,4.5,283,390,547,609,91,0,0
PR008111,Minimum Security,Medium,911,7,639,94,387,12,99,483,480,982,1486,4,10,2,1,14.9,12.6,661,734,847,927,552,454,353
PR008112,Minimum Security,Low,943,7,886,141,664,12,175,748,728,1430,2146,5,7,2,0,9.9,8.3,907,981,1070,1106,866,896,935
PR008113,Women's,Medium,633,4,351,72,346,10,81,289,329,624,937,0,6,3,6,7.1,5.8,339,307,257,176,376,403,434
PR008114,Juvenile,Medium,353,3,270,58,279,5,57,221,231,490,721,2,2,3,0,12.4,11.1,261,218,134,118,268,250,291
PR008115,Maximum Security,High,1329,10,1086,36,163,12,52,177,155,336,511,15,19,3,1,17.1,9.7,1093,1086,1140,1147,1059,1054,1016
PR008116,Women's,Medium,568,3,433,122,495,10,98,425,474,1022,1558,3,8,0,2,8.2,5.0,420,362,294,247,450,376,346
PR008117,Remand,Low,406,3,309,93,480,6,124,525,494,939,1423,6,3,1,2,3.2,2.3,316,350,406,463,291,379,370
PR008118,Minimum Security,Low,968,5,709,138,585,9,117,476,458,969,1416,13,3,1,0,9.0,7.1,680,602,460,357,781,742,856
PR008119,Minimum Security,Low,561,4,481,58,222,8,59,232,172,366,567,6,5,1,2,5.2,4.1,484,497,511,520,534,579,594
PR008120,Juvenile,Medium,345,3,283,47,194,4,61,219,266,532,784,1,2,0,4,2.4,1.7,289,317,330,347,239,211,77
PR008121,Minimum Security,Medium,819,7,756,129,570,10,101,490,539,1114,1713,14,9,5,3,9.9,6.0,738,676,572,522,805,832,812
PR008122,Remand,Medium,976,6,935,434,1837,6,363,1487,1663,3310,4975,12,14,1,4,1.5,1.3,855,580,249,0,1060,1210,1279
PR008123,Juvenile,Medium,287,3,183,39,192,8,61,230,212,389,594,2,3,2,2,9.5,6.4,193,225,269,290,205,229,286
PR008124,Minimum Security,Low,952,4,594,59,269,14,89,349,434,854,1246,3,15,3,1,10.7,9.1,616,685,769,870,394,237,116
PR008125,Women's,Low,570,4,494,107,426,11,118,483,517,1051,1528,3,3,1,0,15.2,13.6,508,554,595,653,431,335,328
PR008126,Minimum Security,Medium,871,5,665,147,637,8,140,580,505,1062,1586,6,3,2,2,15.7,12.8,651,592,544,479,831,914,1049
PR008127,Remand,Medium,1122,8,984,485,2175,18,437,1917,2037,4124,6063,12,16,3,1,6.8,4.7,925,730,470,219,1132,1209,1467
PR008128,Juvenile,Medium,149,2,118,21,64,2,9,46,63,118,169,0,0,2,0,7.7,6.1,116,102,94,65,137,135,145
PR008129,Remand,High,416,2,335,136,563,5,128,500,573,1188,1742,5,1,3,3,2.6,1.5,328,271,210,115,329,305,336
PR008130,Remand,Low,920,7,815,236,1040,10,248,975,1064,2108,3177,4,6,0,2,3.9,2.7,801,758,706,636,789,783,824
PR008131,Remand,Low,796,5,492,257,1027,16,309,1390,1407,2856,4312,4,3,2,0,0.9,0.6,577,847,1034,1034,100,0,0
PR008132,Women's,Low,746,5,606,106,450,11,109,456,431,879,1303,5,7,4,2,20.7,17.3,609,622,632,618,624,634,661
PR008133,Women's,Low,467,4,372,57,244,6,63,249,260,504,754,5,5,3,3,11.5,8.7,373,367,405,400,339,313,263
PR008134,Women's,Low,647,3,634,112,462,16,139,558,531,1055,1591,4,3,4,2,10.6,6.9,656,729,810,841,581,487,448
PR008135,Minimum Security,Low,892,5,679,114,378,9,126,551,546,1101,1606,9,10,2,2,23.0,14.0,720,862,1035,1159,520,360,221
PR008136,Remand,Medium,1093,8,962,331,1451,12,275,1229,1279,2572,3828,14,8,0,0,4.5,3.4,905,740,524,301,1103,1237,1428
PR008137,Remand,Medium,433,2,342,106,505,5,119,545,567,1129,1690,2,3,2,0,1.2,1.0,352,377,420,410,281,232,230
PR008138,Maximum Security,High,1289,10,999,94,387,6,123,534,422,836,1258,8,9,0,1,23.0,17.1,1035,1142,1298,1461,968,1004,974
PR008139,Women's,Low,340,1,327,42,146,1,35,146,169,311,492,2,2,4,3,47.1,33.3,323,324,341,318,312,340,304
PR008140,Minimum Security,Low,592,5,547,112,468,7,97,482,425,864,1309,3,4,1,1,10.2,8.6,550,558,582,625,582,561,599
PR008141,Minimum Security,Low,795,5,679,43,188,9,54,236,262,500,735,4,3,1,2,15.3,10.4,687,730,763,831,635,599,600
PR008142,Minimum Security,Low,368,2,198,38,156,2,44,178,209,396,577,3,0,0,5,14.9,9.5,202,215,234,255,142,143,124
PR008143,Minimum Security,Low,935,6,580,112,449,9,83,426,369,740,1112,4,4,2,1,14.0,9.5,573,558,519,512,664,745,848
PR008144,Minimum Security,Low,580,2,550,42,171,6,51,215,294,576,848,8,4,3,1,15.1,13.0,556,588,636,708,427,341,197
PR008145,Remand,Medium,579,5,388,80,333,11,81,422,486,976,1459,6,4,0,3,6.2,4.9,406,473,550,660,238,53,0
PR008146,Remand,High,840,5,723,147,616,7,172,757,827,1632,2430,2,5,4,3,3.7,2.0,759,853,1003,1092,541,386,222
PR008147,Minimum Security,Medium,411,2,279,29,140,5,33,147,168,323,508,0,4,2,1,6.1,5.0,284,296,309,299,289,302,233
PR008148,Minimum Security,Medium,437,5,313,30,126,2,36,196,189,370,576,5,3,2,2,1.7,1.1,330,380,425,488,251,199,149
PR008149,Women's,Low,618,4,523,60,267,4,80,333,293,607,949,9,6,3,0,8.5,7.0,539,602,643,689,530,501,441
PR008150,Maximum Security,Medium,1340,8,968,104,384,22,82,320,276,555,877,15,9,3,1,52.0,33.1,947,906,819,751,1112,1262,1322
PR008151,Remand,Low,1071,8,795,244,996,9,273,1145,1279,2623,3921,9,11,3,4,3.0,2.2,833,962,1091,1252,546,276,0
PR008152,Remand,High,1034,7,810,232,1009,8,288,1276,1267,2539,3816,3,17,3,0,2.6,2.3,881,1093,1344,1344,568,362,96
PR008153,Remand,Medium,703,6,575,151,582,14,146,544,613,1227,1892,5,2,4,2,3.8,3.0,569,536,469,481,571,559,502
PR008154,Women's,High,507,3,380,65,303,12,67,239,258,527,763,5,2,3,3,15.9,9.6,366,315,245,200,451,525,641
PR008155,Remand,Medium,602,5,513,263,1046,11,180,846,837,1602,2376,4,6,0,3,0.5,0.3,466,312,110,0,743,842,842
PR008156,Women's,Low,708,7,517,83,303,2,133,510,451,896,1319,10,4,0,1,4.2,3.4,561,718,915,920,399,275,158
PR008157,Women's,Medium,153,1,130,38,140,2,28,146,118,224,341,0,0,1,3,7.0,4.8,136,141,136,157,130,131,151
PR008158,Minimum Security,Low,885,5,786,146,576,9,128,607,624,1232,1834,2,4,1,1,25.5,20.1,796,816,871,894,762,757,746
PR008159,Minimum Security,Low,353,1,323,65,300,2,61,278,290,586,904,1,3,1,2,7.3,4.5,322,306,298,271,300,329,292
PR008160,Minimum Security,Low,744,5,538,66,260,14,60,291,312,618,925,3,1,4,2,7.9,6.5,544,571,605,653,493,423,365
PR008161,Minimum Security,Medium,421,3,326,45,179,10,45,190,187,363,533,6,0,1,3,9.9,7.1,324,322,313,387,345,383,424
PR008162,Remand,Medium,430,4,349,137,531,2,98,403,355,706,1035,1,3,0,2,2.1,1.4,321,220,95,0,491,602,602
PR008163,Minimum Security,Medium,680,5,591,59,282,14,53,211,223,422,628,10,5,4,0,54.0,31.5,575,516,438,372,666,790,870
PR008164,Minimum Security,Low,629,4,434,49,244,9,43,244,239,482,713,0,3,1,2,7.1,5.0,436,435,474,465,458,465,477
PR008165,Minimum Security,Low,695,5,663,133,537,5,155,607,587,1189,1795,3,0,3,2,6.3,4.5,680,732,813,845,606,514,433
PR008166,Juvenile,Low,385,2,250,74,322,7,65,380,365,735,1075,4,0,1,3,17.6,10.0,263,312,377,399,200,143,178
PR008167,Juvenile,Medium,184,2,131,11,82,1,18,75,87,179,272,2,2,2,0,1.4,0.8,130,121,110,101,98,91,47
PR008168,Women's,Medium,741,5,598,53,253,11,75,321,327,656,978,3,11,2,0,5.0,3.3,614,671,770,815,522,438,374
PR008169,Minimum Security,Medium,381,3,348,38,157,3,35,121,111,229,330,3,3,0,2,9.1,6.2,343,334,272,244,417,468,533
PR008170,Minimum Security,Medium,925,6,778,140,639,16,182,781,850,1748,2595,4,1,8,1,37.0,31.0,813,924,1048,1190,592,346,201
PR008171,Women's,Low,262,2,224,63,236,2,53,229,264,535,777,1,3,1,2,3.1,2.5,223,222,191,241,178,120,118
PR008172,Juvenile,Medium,330,3,297,97,423,3,76,366,377,735,1079,7,4,0,0,7.7,6.9,282,234,173,97,340,335,454
PR008173,Remand,Medium,631,4,521,134,556,10,148,616,571,1171,1751,12,2,3,2,2.7,2.3,531,572,604,664,522,488,495
PR008174,Remand,Medium,1197,8,865,494,2116,5,378,1656,1889,3657,5554,8,7,1,3,2.2,1.6,759,406,0,0,1139,1521,1675
PR008175,Maximum Security,High,423,3,289,13,62,10,7,36,35,79,116,4,3,2,1,44.3,31.4,284,267,235,232,315,342,335
PR008176,Women's,High,688,3,484,72,351,4,60,309,279,583,871,8,4,0,4,22.3,14.8,475,426,389,346,556,609,640
PR008177,Remand,High,466,3,164,77,348,3,55,243,262,523,776,5,0,2,2,0.5,0.3,132,50,0,0,241,316,442
PR008178,Remand,High,1151,8,647,351,1596,23,360,1588,1681,3458,5218,10,18,0,2,1.6,1.4,645,656,647,632,580,443,346
PR008179,Remand,High,515,4,414,138,637,8,111,426,424,860,1324,6,2,1,3,0.8,0.7,363,202,6,0,640,721,721
PR008180,Minimum Security,Low,909,6,758,54,249,11,50,244,293,574,830,7,2,3,1,5.6,5.0,758,734,723,733,738,771,773
PR008181,Minimum Security,Low,944,5,644,109,453,25,128,510,526,997,1475,13,4,2,3,23.5,15.8,655,689,754,747,585,608,598
PR008182,Women's,Medium,366,3,199,51,174,3,46,161,178,348,511,4,3,2,1,15.2,11.3,201,186,160,159,173,200,221
PR008183,Remand,Low,368,4,242,83,405,5,76,330,411,804,1182,2,3,5,5,3.5,2.1,229,159,104,13,224,242,251
PR008184,Maximum Security,High,1087,8,963,100,456,29,94,417,528,1023,1519,3,8,2,3,60.6,41.7,954,929,875,852,892,882,883
PR008185,Minimum Security,Low,598,4,515,104,481,8,84,365,318,674,1058,3,5,5,4,11.9,9.8,489,406,302,146,692,834,837
PR008186,Women's,Medium,530,3,437,87,421,4,83,392,426,883,1310,7,3,1,4,10.2,8.5,424,402,381,386,429,386,383
PR008187,Minimum Security,Medium,341,2,310,35,166,9,14,103,113,235,364,1,4,0,1,14.4,10.1,297,247,180,136,364,438,462
PR008188,Remand,High,932,6,656,165,737,8,189,767,769,1479,2218,3,2,0,3,4.3,3.1,664,683,725,724,612,636,582
PR008189,Remand,Low,683,4,481,199,774,6,175,782,823,1673,2556,4,7,2,2,3.5,2.6,486,499,505,552,485,429,375
PR008190,Women's,Low,334,4,305,35,178,4,28,120,146,294,427,6,1,2,4,11.8,7.0,290,242,179,136,343,403,438
PR008191,Juvenile,Low,97,2,76,29,137,2,20,99,86,182,290,1,2,3,0,14.8,8.7,72,43,0,0,126,135,135
PR008192,Women's,Low,691,4,645,89,370,9,112,483,619,1177,1735,5,6,2,0,6.3,5.2,672,754,874,898,410,191,13
PR008193,Maximum Security,High,1126,8,746,55,245,7,72,323,338,689,1013,9,2,2,5,29.6,22.8,760,809,872,917,659,539,469
PR008194,Women's,Medium,608,4,400,76,331,17,62,307,361,702,1031,2,1,5,0,23.3,14.8,396,347,340,318,425,413,467
PR008195,Women's,Medium,328,2,233,55,221,2,58,252,261,497,764,2,4,0,2,2.9,2.6,239,285,303,335,188,184,137
PR008196,Remand,High,945,5,736,178,811,5,189,873,966,1955,2953,2,6,4,2,5.6,5.0,753,792,889,921,626,476,376
PR008197,Remand,Low,1187,9,693,193,840,19,164,663,627,1220,1818,9,11,0,0,3.9,3.3,649,524,334,227,844,1032,1223
PR008198,Minimum Security,Low,644,5,407,70,278,1,64,267,251,522,742,10,6,2,5,7.3,5.2,401,401,379,391,438,445,531
PR008199,Remand,Medium,390,2,322,71,311,3,98,402,449,921,1411,3,0,2,4,5.7,3.8,347,411,499,507,182,67,0
PR008200,Minimum Security,Medium,264,1,168,32,89,9,30,101,104,180,268,2,1,1,2,8.7,5.8,170,176,174,231,155,191,216
PR008201,Maximum Security,High,616,5,463,27,126,9,22,124,138,263,385,7,3,2,0,119.3,82.7,458,467,438,426,435,443,437
PR008202,Women's,Low,193,1,146,24,84,2,15,69,65,140,214,0,1,0,4,19.6,14.9,148,133,150,113,156,188,195
PR008203,Minimum Security,Low,765,4,520,84,362,4,70,342,331,624,921,6,4,0,3,2.4,1.4,516,502,491,449,570,665,740
PR008204,Remand,Medium,771,5,432,87,408,9,130,607,584,1181,1803,4,7,4,3,2.8,1.9,476,629,840,1002,240,58,0
PR008205,Minimum Security,Low,418,4,381,43,179,8,53,255,230,457,697,1,2,0,1,14.8,8.8,403,459,531,543,328,323,301
PR008206,Minimum Security,Medium,358,2,254,53,211,8,42,200,206,388,604,1,1,2,3,11.1,8.4,257,242,247,231,242,277,234
PR008207,Minimum Security,Low,848,5,784,141,570,14,164,679,710,1365,2079,5,5,1,2,24.1,15.3,813,899,1000,1102,657,574,460
PR008208,Minimum Security,Low,728,4,522,104,428,7,123,533,464,885,1314,7,1,1,2,3.8,2.3,543,619,737,820,487,533,539
PR008209,Remand,Medium,503,2,476,112,533,11,134,625,651,1300,1944,2,4,3,5,3.9,2.2,498,558,645,653,366,241,173
PR008210,Women's,Medium,767,4,573,100,429,14,103,457,550,1103,1609,5,8,2,4,8.5,6.5,579,602,629,664,422,283,187
PR008211,Remand,Medium,722,5,638,225,921,7,168,744,795,1649,2506,6,4,0,2,2.9,2.5,596,465,287,87,746,860,883
PR008212,Women's,Medium,782,4,626,82,329,3,78,311,271,565,846,6,10,3,4,7.6,6.2,621,625,588,548,709,776,827
PR008213,Juvenile,Medium,246,1,147,56,214,1,47,202,194,389,597,3,2,5,2,17.7,11.3,149,131,135,75,160,200,209
PR008214,Remand,Medium,493,4,477,98,425,4,107,415,353,751,1136,0,5,5,2,1.2,1.0,478,465,467,461,565,568,668
PR008215,Minimum Security,Low,277,2,155,41,130,3,22,118,124,254,376,0,0,4,3,3.2,1.9,152,159,130,122,176,221,204
PR008216,Maximum Security,High,844,5,788,52,163,6,30,157,166,339,498,5,13,3,0,13.2,9.5,786,791,770,846,815,813,866
PR008217,Women's,Medium,221,1,183,35,103,0,18,86,82,174,258,3,5,1,2,39.2,23.2,180,177,168,173,191,235,223
PR008218,Remand,High,435,2,329,101,406,6,98,415,379,740,1083,4,0,2,0,7.7,6.8,320,330,347,361,372,505,523
PR008219,Remand,Low,743,5,673,143,672,11,174,779,778,1577,2368,2,9,0,2,1.4,1.0,698,768,871,965,599,493,422
PR008220,Women's,Low,322,3,300,58,227,1,57,230,262,515,761,5,3,0,1,24.2,19.6,306,282,280,284,262,256,242
PR008221,Minimum Security,Low,899,6,739,95,467,9,124,490,477,935,1408,7,0,0,2,14.8,12.5,745,763,777,809,735,749,772
PR008222,Women's,Medium,260,1,250,38,226,3,46,175,182,347,523,1,1,1,3,51.6,35.2,236,204,146,86,284,348,364
PR008223,Minimum Security,Medium,730,5,668,112,484,9,102,404,454,958,1402,14,5,1,4,20.5,11.9,648,577,513,404,701,705,770
PR008224,Women's,Medium,259,1,248,51,232,2,64,225,192,408,640,3,2,1,2,6.3,5.1,247,240,213,231,268,312,276
PR008225,Minimum Security,Low,416,2,389,73,299,7,82,348,334,660,993,4,0,2,6,10.5,6.2,397,436,467,531,364,367,369
PR008226,Maximum Security,High,1490,10,1209,59,247,18,48,229,183,383,590,7,5,1,2,53.7,43.9,1207,1181,1166,1159,1297,1347,1462
PR008227,Juvenile,Medium,126,1,76,26,73,1,30,130,90,204,314,1,1,0,1,24.3,18.9,93,128,163,163,40,74,44
PR008228,Minimum Security,Low,519,2,407,39,198,7,49,206,208,422,632,3,0,3,0,9.5,8.5,404,391,397,417,412,375,383
PR008229,Women's,High,211,1,159,47,180,1,46,167,144,294,451,4,1,5,2,8.4,6.4,160,127,153,144,174,175,201
PR008230,Juvenile,Medium,211,1,125,22,70,2,29,115,98,190,280,0,2,1,2,9.0,7.4,140,169,249,274,100,77,94
PR008231,Minimum Security,Low,566,2,389,59,238,8,66,293,351,703,1034,5,3,7,0,15.3,9.3,404,439,493,568,287,160,78
PR008232,Minimum Security,Medium,930,5,829,53,252,20,54,221,240,493,745,9,4,1,1,14.9,9.5,816,789,746,713,844,811,820
PR008233,Women's,Low,611,5,474,90,345,5,55,283,321,650,981,7,5,0,2,11.1,6.7,456,419,344,298,553,608,647
PR008234,Remand,Medium,648,4,511,166,818,5,136,576,705,1391,2045,2,5,4,2,6.4,3.8,453,266,29,0,602,736,838
