Age,Gender,education_level,Prison_type,Prison_security_level,Block_security_level,Incidents_count,Violent_incident_count,escape_incident_count,days_since_last_incidence,total_disciplinary_days,Risk Behaviour
20,Male,Primary,Maximum Security,High,High,6,2,0,280,10,Medium
19,Female,Bachelor's,Women's,Medium,Medium,4,1,0,286,11,Low
56,Male,Bachelor's,Juvenile,Medium,Medium,1,0,0,231,4,Low
18,Male,Preparatory,Remand,Medium,Medium,4,1,0,152,7,Medium
30,Female,Preparatory,Juvenile,Medium,Medium,4,0,0,115,8,Low
52,Male,Literate,Maximum Security,High,High,7,2,1,22,17,High
24,Male,Primary,Juvenile,Medium,Medium,6,2,0,143,13,Medium
42,Female,Preparatory,Women's,Medium,Medium,1,0,0,125,0,Low
50,Female,Primary,Women's,High,High,9,3,1,249,31,High
29,Female,Secondary,Women's,High,Medium,6,1,1,172,19,Medium
32,Male,Primary,Remand,Medium,Low,1,0,0,18,0,Medium
31,Male,Literate,Maximum Security,High,High,5,1,0,311,20,Medium
26,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,56,6,Low
49,Male,Secondary,Maximum Security,High,High,13,5,0,25,48,High
40,Male,Bachelor's,Maximum Security,High,Medium,9,2,2,238,18,High
61,Female,Bachelor's,Women's,High,High,7,0,1,214,24,Medium
26,Male,Preparatory,Minimum Security,Low,Low,2,0,0,1,8,Low
34,Male,Illiterate,Remand,Medium,High,7,2,1,91,12,High
59,Female,Bachelor's,Women's,Medium,Medium,6,1,0,164,9,Low
60,Male,Bachelor's,Remand,Medium,Medium,5,0,1,207,12,Low
35,Male,Primary,Maximum Security,High,High,6,0,0,226,26,Medium
49,Female,Illiterate,Juvenile,Low,Low,1,0,0,183,5,Low
44,Male,Primary,Minimum Security,Low,Medium,1,0,0,131,3,Low
30,Male,Secondary,Juvenile,Medium,High,7,1,0,15,24,Medium
19,Male,Bachelor's,Maximum Security,High,High,8,1,2,67,29,High
46,Male,Preparatory,Minimum Security,Low,Low,1,0,0,68,8,Low
41,Male,Secondary,Remand,Medium,Medium,5,0,1,56,2,Medium
24,Male,Preparatory,Maximum Security,High,High,10,1,2,247,30,High
65,Male,Primary,Maximum Security,High,Medium,7,0,0,323,21,Medium
27,Male,Primary,Maximum Security,High,High,7,1,1,147,17,Medium
48,Male,Bachelor's,Remand,High,High,7,2,1,56,24,High
45,Male,Postgraduate education,Maximum Security,High,High,7,1,0,342,25,Medium
50,Female,Secondary,Remand,High,High,5,0,1,120,8,Medium
62,Male,Preparatory,Remand,Medium,High,7,1,0,179,28,Medium
59,Female,Primary,Women's,Medium,Medium,6,1,0,108,14,Medium
30,Female,Secondary,Women's,Medium,High,4,0,0,263,15,Low
28,Male,Bachelor's,Remand,Medium,Medium,2,0,0,254,1,Low
21,Male,Secondary,Minimum Security,Low,Medium,1,0,0,156,7,Low
42,Female,Secondary,Women's,High,High,4,0,0,131,9,Low
54,Male,Literate,Minimum Security,Low,Medium,3,0,0,7,11,Medium
22,Female,Preparatory,Women's,Medium,Medium,3,0,0,320,16,Low
51,Female,Secondary,Maximum Security,High,Medium,8,1,1,272,24,Medium
22,Male,Postgraduate education,Maximum Security,High,High,11,2,1,210,34,High
42,Male,Postgraduate education,Maximum Security,High,High,10,0,0,121,23,Medium
41,Male,Secondary,Maximum Security,High,High,8,3,0,88,25,High
38,Male,Secondary,Remand,Medium,High,2,0,0,40,2,Low
48,Male,Illiterate,Minimum Security,Low,Low,3,0,0,44,10,Medium
59,Male,Preparatory,Maximum Security,High,Medium,8,2,1,96,13,Medium
21,Male,Primary,Remand,Low,Low,1,0,0,224,0,Low
35,Male,Postgraduate education,Remand,Medium,Low,8,3,1,62,26,High
46,Male,Secondary,Juvenile,Medium,Medium,5,0,1,357,7,Low
34,Male,Preparatory,Juvenile,Medium,Low,6,0,1,190,8,Medium
65,Male,Bachelor's,Remand,Low,Low,1,0,0,171,0,Low
58,Male,Preparatory,Remand,Medium,Medium,4,1,0,78,13,Medium
22,Male,Bachelor's,Juvenile,Medium,High,6,1,1,247,18,Medium
28,Female,Literate,Women's,Medium,Medium,3,0,0,353,13,Low
36,Female,Secondary,Minimum Security,Low,Low,2,0,0,162,0,Low
23,Male,Bachelor's,Minimum Security,Low,Medium,4,1,0,338,9,Low
18,Male,Illiterate,Juvenile,Medium,Medium,7,0,1,265,19,Medium
65,Male,Secondary,Juvenile,Medium,High,3,0,0,238,4,Low
57,Male,Secondary,Minimum Security,Low,Medium,4,0,0,322,14,Low
57,Male,Secondary,Minimum Security,Low,Low,1,0,0,294,0,Low
62,Male,Secondary,Maximum Security,High,High,8,3,0,339,20,Medium
51,Male,Primary,Minimum Security,Low,Low,2,0,0,355,8,Low
55,Female,Literate,Women's,Medium,High,6,2,0,164,7,Medium
45,Male,Preparatory,Minimum Security,Low,Low,2,0,0,252,12,Low
52,Male,Preparatory,Remand,High,High,13,5,3,285,47,High
41,Male,Preparatory,Maximum Security,High,High,8,0,0,30,26,Medium
22,Female,Primary,Women's,Low,Low,2,0,0,42,7,Low
60,Male,Preparatory,Minimum Security,Low,Low,3,0,0,174,8,Low
23,Male,Illiterate,Maximum Security,High,High,7,1,1,250,17,Medium
52,Male,Postgraduate education,Remand,Medium,Medium,5,0,0,357,4,Low
34,Male,Preparatory,Remand,Medium,Medium,7,1,1,356,23,Medium
42,Male,Literate,Remand,High,High,9,0,1,102,30,High
64,Male,Preparatory,Minimum Security,Low,Medium,7,0,0,334,21,Low
60,Male,Preparatory,Minimum Security,Low,Low,1,0,0,325,7,Low
58,Male,Illiterate,Remand,High,High,8,1,0,149,20,Medium
40,Male,Secondary,Maximum Security,High,Medium,6,1,0,31,23,Medium
29,Male,Secondary,Maximum Security,High,High,7,1,0,346,11,Medium
30,Male,Bachelor's,Maximum Security,High,High,12,3,3,200,37,High
21,Male,Bachelor's,Maximum Security,High,Medium,10,4,1,216,33,High
27,Female,Postgraduate education,Women's,High,High,9,0,2,290,30,Medium
63,Male,Literate,Minimum Security,Low,Low,1,0,0,289,0,Low
53,Female,Primary,Women's,Medium,High,6,2,0,69,21,Medium
20,Male,Postgraduate education,Minimum Security,Low,Low,1,0,0,331,7,Low
18,Male,Primary,Minimum Security,Low,Medium,3,0,0,233,13,Low
38,Male,Primary,Remand,Low,Low,4,0,0,31,18,Medium
50,Male,Illiterate,Juvenile,Medium,Low,7,2,0,288,26,Medium
34,Female,Bachelor's,Remand,High,Medium,5,1,1,352,19,Medium
44,Male,Literate,Remand,Medium,Medium,5,1,0,299,19,Medium
22,Female,Postgraduate education,Minimum Security,Low,Low,1,0,0,315,6,Low
51,Male,Primary,Juvenile,Low,Medium,2,0,0,85,5,Low
62,Female,Secondary,Remand,High,High,2,0,0,226,5,Low
54,Female,Secondary,Women's,High,High,13,4,3,225,35,High
48,Male,Secondary,Maximum Security,High,Medium,8,1,2,153,32,High
61,Male,Primary,Maximum Security,High,High,8,0,0,64,31,Medium
57,Male,Illiterate,Remand,Low,Low,4,1,0,241,9,Medium
59,Female,Secondary,Women's,High,High,6,2,0,174,21,Medium
60,Male,Illiterate,Juvenile,Medium,Medium,7,0,0,354,29,Medium
50,Female,Bachelor's,Women's,High,High,10,4,0,96,28,High
19,Female,Literate,Women's,Medium,Medium,3,0,0,328,1,Low
31,Female,Bachelor's,Women's,Medium,Medium,1,0,0,12,0,Low
53,Male,Primary,Maximum Security,High,Medium,3,0,0,278,1,Low
63,Male,Secondary,Minimum Security,Low,Low,2,0,0,252,6,Low
35,Male,Secondary,Remand,Medium,Medium,6,2,1,279,14,Medium
27,Male,Preparatory,Maximum Security,High,Medium,4,0,0,130,18,Medium
28,Male,Preparatory,Juvenile,Low,Medium,3,0,0,356,8,Low
65,Male,Literate,Remand,Medium,Low,4,0,0,278,15,Low
37,Female,Postgraduate education,Women's,Medium,Medium,5,1,0,76,9,Low
35,Male,Preparatory,Minimum Security,Low,Medium,1,0,0,51,1,Low
28,Male,Bachelor's,Juvenile,Medium,Medium,5,0,1,51,21,Medium
62,Male,Literate,Minimum Security,Low,Medium,1,0,0,299,2,Low
43,Female,Literate,Remand,Medium,High,8,3,1,287,27,High
35,Male,Literate,Minimum Security,Low,Low,6,0,1,35,9,Medium
37,Male,Secondary,Maximum Security,High,High,6,0,0,109,20,Medium
29,Male,Postgraduate education,Remand,High,High,10,3,0,223,30,Medium
51,Male,Bachelor's,Remand,Medium,Medium,4,1,0,362,17,Low
49,Male,Postgraduate education,Maximum Security,High,High,12,3,1,70,43,High
49,Male,Bachelor's,Remand,Medium,High,3,0,0,24,8,Medium
37,Male,Primary,Maximum Security,High,High,12,1,2,147,41,High
64,Male,Secondary,Minimum Security,Low,Low,2,0,0,348,0,Low
48,Male,Bachelor's,Maximum Security,High,High,11,0,0,74,39,Medium
23,Male,Secondary,Maximum Security,High,High,8,3,0,118,20,High
45,Male,Secondary,Remand,Medium,High,4,0,0,29,13,Medium
30,Male,Secondary,Remand,High,High,5,1,0,112,18,Medium
64,Male,Illiterate,Maximum Security,High,High,6,0,0,152,25,Medium
60,Male,Bachelor's,Remand,High,High,10,4,1,49,36,High
44,Male,Secondary,Remand,High,High,10,1,2,361,22,High
54,Male,Literate,Minimum Security,Low,Medium,1,0,0,143,5,Low
63,Male,Primary,Remand,Low,Medium,1,0,0,246,2,Low
23,Male,Illiterate,Juvenile,Low,Medium,4,1,0,106,13,Medium
33,Female,Primary,Minimum Security,Low,Low,1,0,0,364,0,Low
48,Male,Primary,Remand,Medium,Medium,5,1,1,143,21,Medium
42,Male,Preparatory,Remand,Medium,Medium,7,2,1,294,15,Medium
63,Male,Preparatory,Maximum Security,High,High,13,3,4,299,39,High
64,Female,Bachelor's,Women's,High,High,7,0,0,72,25,Medium
28,Female,Primary,Maximum Security,High,High,13,3,1,359,41,High
26,Female,Primary,Women's,Low,Low,3,0,0,68,5,Low
25,Male,Illiterate,Minimum Security,Low,Low,1,0,0,98,0,Low
38,Female,Illiterate,Women's,High,Medium,8,2,2,51,19,High
57,Female,Primary,Women's,Medium,Medium,5,0,0,204,6,Low
55,Male,Illiterate,Maximum Security,High,Medium,8,3,1,246,23,High
44,Male,Secondary,Minimum Security,Low,Medium,4,1,0,164,8,Low
47,Female,Primary,Women's,High,High,5,0,0,25,9,Medium
49,Female,Secondary,Minimum Security,Low,Medium,1,0,0,108,0,Low
38,Female,Literate,Maximum Security,High,Medium,8,1,0,140,17,Medium
20,Male,Bachelor's,Maximum Security,High,High,10,1,2,76,27,High
62,Male,Secondary,Juvenile,Medium,High,2,0,0,97,8,Low
24,Male,Bachelor's,Maximum Security,High,High,7,1,1,293,22,Medium
40,Male,Secondary,Remand,Medium,High,6,2,0,137,25,Medium
22,Male,Preparatory,Remand,High,Medium,3,0,0,110,5,Low
42,Male,Illiterate,Juvenile,Medium,Medium,4,1,0,104,7,Medium
26,Male,Literate,Remand,Medium,Medium,1,0,0,203,7,Low
22,Female,Primary,Women's,Medium,Medium,4,0,0,62,4,Medium
48,Male,Secondary,Remand,High,High,6,2,1,279,13,Medium
25,Female,Illiterate,Women's,Low,Medium,1,0,0,209,0,Low
53,Male,Literate,Remand,Medium,Medium,4,0,0,88,11,Medium
25,Male,Secondary,Minimum Security,Low,Medium,3,0,0,21,8,Low
31,Male,Secondary,Minimum Security,Low,Low,4,1,0,114,10,Low
23,Male,Literate,Maximum Security,High,Medium,7,1,1,38,17,High
64,Female,Primary,Women's,High,High,6,0,1,195,15,Medium
42,Male,Secondary,Remand,Low,Low,2,0,0,193,4,Low
29,Male,Primary,Maximum Security,High,Medium,8,2,2,7,16,High
42,Male,Primary,Maximum Security,High,High,10,1,3,356,27,High
26,Male,Secondary,Maximum Security,High,High,3,0,0,144,14,Low
34,Female,Preparatory,Women's,Medium,Medium,7,0,0,31,16,Medium
19,Male,Bachelor's,Minimum Security,Low,Low,5,0,0,96,15,Low
41,Female,Primary,Maximum Security,High,High,8,0,2,318,27,High
35,Male,Literate,Maximum Security,High,High,9,1,2,1,25,High
46,Male,Preparatory,Remand,High,High,5,1,0,261,14,Medium
65,Male,Secondary,Maximum Security,High,Medium,9,0,0,192,16,Medium
23,Female,Secondary,Maximum Security,High,High,5,1,0,249,15,Medium
57,Male,Preparatory,Maximum Security,High,High,16,3,3,359,55,High
65,Male,Literate,Remand,High,High,8,2,2,270,23,High
38,Male,Preparatory,Minimum Security,Low,Low,4,0,0,99,13,Low
24,Female,Primary,Women's,Medium,Medium,5,0,1,91,6,Medium
62,Male,Secondary,Remand,Medium,Medium,4,0,0,11,19,Medium
25,Male,Primary,Remand,Medium,Medium,5,1,0,97,16,Medium
57,Male,Bachelor's,Maximum Security,High,Medium,4,1,0,262,14,Low
65,Female,Preparatory,Juvenile,Medium,Medium,4,0,0,213,15,Low
41,Male,Preparatory,Juvenile,Medium,High,9,1,2,336,32,High
47,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,277,5,Low
23,Male,Preparatory,Maximum Security,High,Medium,7,1,0,316,20,Medium
55,Male,Secondary,Juvenile,Low,Medium,2,0,0,166,4,Low
20,Male,Primary,Minimum Security,Low,Low,2,0,0,302,13,Low
32,Male,Secondary,Remand,Medium,Medium,4,0,0,74,3,Low
45,Male,Primary,Maximum Security,High,High,5,1,1,70,15,High
55,Female,Secondary,Minimum Security,Low,Low,2,0,0,241,18,Low
35,Male,Primary,Minimum Security,Low,Low,1,0,0,363,2,Low
18,Female,Secondary,Women's,Medium,Low,9,1,2,277,34,High
44,Male,Preparatory,Remand,High,High,7,2,1,305,29,High
37,Female,Literate,Women's,Medium,Medium,6,1,0,211,15,Medium
36,Female,Preparatory,Minimum Security,Low,Low,1,0,0,66,2,Low
47,Male,Secondary,Remand,Medium,Low,8,2,2,62,30,High
57,Male,Bachelor's,Juvenile,Medium,Medium,5,0,0,347,8,Low
46,Male,Literate,Minimum Security,Low,Low,3,0,0,145,10,Low
37,Male,Secondary,Maximum Security,High,High,7,2,1,356,25,Medium
18,Female,Illiterate,Remand,Medium,Medium,2,0,0,241,6,Low
59,Male,Secondary,Maximum Security,High,High,6,2,1,264,15,Medium
34,Female,Literate,Remand,Medium,High,4,1,0,259,16,Medium
19,Male,Bachelor's,Maximum Security,High,Medium,7,1,1,277,11,Medium
56,Male,Literate,Remand,Medium,Low,2,0,0,156,8,Low
58,Female,Secondary,Women's,Low,Low,1,0,0,117,3,Low
43,Female,Primary,Minimum Security,Low,Low,3,0,0,12,5,Medium
37,Male,Primary,Minimum Security,Low,Low,1,0,0,63,3,Low
59,Male,Preparatory,Remand,Medium,High,8,0,2,70,20,High
18,Female,Primary,Women's,Low,Low,1,0,0,61,0,Low
33,Female,Bachelor's,Women's,Medium,Medium,6,2,1,317,17,Medium
60,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,221,2,Low
58,Male,Literate,Maximum Security,High,High,6,0,0,185,26,Medium
50,Male,Bachelor's,Remand,Medium,High,7,1,1,290,24,Medium
60,Male,Postgraduate education,Remand,Medium,Medium,3,0,0,86,2,Low
56,Male,Secondary,Maximum Security,High,High,9,3,0,322,19,Medium
55,Male,Secondary,Juvenile,Medium,Medium,5,1,1,145,16,Medium
26,Male,Primary,Maximum Security,High,Medium,8,2,2,231,21,High
29,Female,Secondary,Juvenile,Medium,Medium,4,0,0,352,8,Low
61,Male,Primary,Remand,Medium,Low,2,0,0,120,4,Low
47,Male,Secondary,Maximum Security,High,High,9,0,1,26,24,High
18,Male,Secondary,Remand,Low,Low,3,0,0,182,13,Low
48,Male,Secondary,Juvenile,Medium,Low,6,0,1,201,19,Medium
44,Female,Secondary,Maximum Security,High,High,7,1,1,242,17,Medium
35,Male,Primary,Juvenile,Medium,Medium,2,0,0,121,12,Low
59,Male,Primary,Maximum Security,High,Medium,6,2,1,218,13,Medium
60,Male,Secondary,Remand,Medium,High,5,0,0,233,10,Low
39,Female,Primary,Women's,Low,Low,1,0,0,34,0,Low
52,Male,Secondary,Remand,High,High,5,0,1,327,16,Medium
48,Male,Literate,Minimum Security,Low,Medium,4,1,0,213,20,Medium
21,Female,Illiterate,Maximum Security,High,High,9,1,0,287,23,Medium
53,Male,Illiterate,Maximum Security,High,High,7,2,1,45,13,High
48,Male,Secondary,Maximum Security,High,High,8,2,1,227,20,Medium
34,Male,Postgraduate education,Minimum Security,Low,Low,3,0,0,25,4,Low
45,Male,Primary,Maximum Security,High,Medium,10,2,0,354,29,Medium
48,Male,Literate,Remand,High,High,4,1,0,214,12,Medium
24,Male,Primary,Maximum Security,High,High,7,0,1,133,24,Medium
58,Male,Preparatory,Maximum Security,High,Medium,10,1,0,94,33,Medium
21,Male,Literate,Maximum Security,High,Medium,8,1,1,263,16,Medium
59,Female,Secondary,Women's,High,High,6,2,1,222,19,Medium
58,Male,Bachelor's,Remand,High,Medium,7,1,0,75,14,Medium
31,Male,Illiterate,Maximum Security,High,Medium,2,0,0,289,10,Low
45,Male,Preparatory,Maximum Security,High,High,12,3,2,111,35,High
49,Female,Secondary,Women's,Medium,Medium,4,1,0,336,8,Low
53,Female,Preparatory,Women's,High,High,9,3,0,175,27,High
63,Female,Secondary,Women's,High,High,6,1,1,45,10,Medium
52,Male,Primary,Maximum Security,High,Medium,6,0,0,49,17,Medium
60,Male,Preparatory,Minimum Security,Low,Medium,1,0,0,103,2,Low
51,Female,Bachelor's,Women's,Medium,Medium,5,0,1,51,17,Medium
47,Male,Primary,Maximum Security,High,High,6,2,0,342,20,Medium
40,Male,Secondary,Maximum Security,High,High,5,0,1,133,10,Medium
23,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,281,0,Low
54,Male,Preparatory,Maximum Security,High,High,4,1,0,167,12,Medium
58,Male,Primary,Maximum Security,High,Medium,7,1,0,332,20,Medium
57,Male,Primary,Minimum Security,Low,Medium,2,0,0,209,0,Low
57,Male,Preparatory,Maximum Security,High,Medium,9,3,1,224,20,High
21,Female,Bachelor's,Women's,Low,Low,2,0,0,251,0,Low
54,Male,Secondary,Remand,High,High,10,4,3,304,27,High
65,Male,Secondary,Maximum Security,High,High,7,2,0,311,22,Medium
34,Male,Secondary,Remand,Medium,Medium,6,2,0,257,20,Medium
34,Male,Illiterate,Maximum Security,High,Medium,10,1,0,119,32,High
21,Female,Literate,Remand,Low,Low,1,0,0,197,6,Low
39,Female,Illiterate,Women's,Low,Low,1,0,0,284,2,Low
45,Male,Illiterate,Maximum Security,High,High,10,0,2,209,27,High
57,Female,Illiterate,Women's,High,Medium,9,2,2,279,21,High
63,Male,Secondary,Remand,High,High,5,1,0,57,21,Medium
25,Male,Preparatory,Maximum Security,High,High,5,1,1,141,19,Medium
62,Male,Bachelor's,Juvenile,Medium,Low,3,0,0,344,4,Low
26,Male,Illiterate,Minimum Security,Low,Low,1,0,0,355,1,Low
22,Male,Illiterate,Remand,Low,Medium,1,0,0,139,0,Low
41,Male,Literate,Remand,Medium,Medium,1,0,0,327,6,Low
26,Male,Illiterate,Maximum Security,High,Medium,7,2,0,88,30,High
61,Female,Illiterate,Women's,High,High,7,0,1,262,26,Medium
52,Male,Bachelor's,Juvenile,Medium,Medium,3,0,0,54,9,Low
37,Female,Literate,Maximum Security,High,High,11,3,0,188,37,High
38,Female,Preparatory,Women's,Medium,Medium,7,2,0,97,15,Medium
23,Male,Primary,Juvenile,Medium,Medium,3,0,0,22,11,Medium
64,Female,Primary,Women's,Medium,Low,5,0,1,364,23,Medium
22,Female,Secondary,Remand,High,Medium,12,2,2,231,30,High
33,Male,Literate,Maximum Security,High,Medium,12,0,2,353,34,High
30,Female,Primary,Juvenile,Low,Medium,1,0,0,169,0,Low
52,Male,Primary,Minimum Security,Low,Medium,2,0,0,151,9,Low
54,Male,Preparatory,Maximum Security,High,Medium,7,0,1,220,23,Medium
48,Male,Secondary,Maximum Security,High,Medium,10,4,2,267,32,High
52,Female,Literate,Women's,Low,Medium,4,0,0,24,8,Medium
46,Male,Secondary,Minimum Security,Low,Low,5,0,0,295,21,Low
41,Female,Preparatory,Women's,Medium,Medium,4,0,0,23,12,Medium
34,Male,Preparatory,Maximum Security,High,High,7,2,0,303,21,Medium
63,Female,Preparatory,Women's,High,Medium,8,3,1,138,24,High
55,Male,Secondary,Minimum Security,Low,Low,1,0,0,3,1,Low
29,Male,Bachelor's,Remand,Medium,Low,9,3,0,107,21,Medium
53,Male,Postgraduate education,Maximum Security,High,High,6,0,0,223,12,Low
29,Male,Preparatory,Remand,Medium,Medium,8,3,1,244,26,High
32,Male,Bachelor's,Maximum Security,High,High,6,0,0,135,7,Low
28,Male,Secondary,Minimum Security,Low,Medium,2,0,0,1,14,Low
58,Male,Secondary,Remand,Low,Low,1,0,0,169,14,Low
50,Female,Secondary,Women's,Low,Low,1,0,0,36,1,Low
57,Male,Secondary,Maximum Security,High,High,8,1,2,16,15,High
35,Male,Secondary,Minimum Security,Low,Low,3,0,0,153,16,Low
62,Male,Primary,Remand,Medium,High,1,0,0,159,4,Low
44,Male,Secondary,Maximum Security,High,High,6,2,0,332,18,Medium
36,Female,Illiterate,Women's,Low,Medium,4,0,0,337,9,Low
63,Male,Secondary,Remand,Medium,Medium,7,0,1,27,20,Medium
21,Male,Illiterate,Maximum Security,High,Medium,15,3,2,225,45,High
35,Male,Secondary,Juvenile,Medium,Low,6,1,1,344,25,Medium
43,Female,Secondary,Maximum Security,High,High,4,1,0,274,18,Medium
38,Female,Secondary,Minimum Security,Low,Low,2,0,0,341,8,Low
55,Male,Preparatory,Maximum Security,High,High,9,3,0,5,19,High
46,Male,Bachelor's,Juvenile,Medium,Medium,6,2,0,287,24,Medium
62,Male,Literate,Minimum Security,Low,Low,3,0,0,216,12,Low
43,Female,Primary,Women's,Medium,Low,3,0,0,267,8,Low
62,Female,Preparatory,Women's,High,High,13,1,4,365,43,High
20,Male,Secondary,Maximum Security,High,High,6,0,0,294,9,Low
22,Male,Primary,Remand,Medium,Medium,6,0,0,299,18,Medium
28,Female,Literate,Women's,High,High,4,0,0,163,12,Medium
27,Male,Preparatory,Minimum Security,Low,Low,1,0,0,340,3,Low
55,Male,Secondary,Minimum Security,Low,Low,1,0,0,242,0,Low
26,Female,Postgraduate education,Women's,Medium,Medium,5,0,1,333,8,Low
38,Female,Preparatory,Women's,High,High,7,2,0,166,27,Medium
53,Male,Preparatory,Maximum Security,High,High,10,3,0,46,33,High
32,Male,Secondary,Maximum Security,High,Medium,11,0,3,196,32,High
27,Female,Secondary,Women's,Medium,High,4,0,0,170,11,Low
33,Female,Secondary,Women's,Medium,Medium,7,0,1,3,26,Medium
39,Female,Bachelor's,Remand,Medium,Medium,5,1,0,144,6,Low
18,Male,Illiterate,Minimum Security,Low,Low,1,0,0,17,0,Medium
45,Female,Bachelor's,Women's,Medium,Medium,9,1,0,259,21,Medium
22,Male,Secondary,Juvenile,Low,Low,4,0,0,277,19,Low
45,Female,Postgraduate education,Minimum Security,Low,Low,2,0,0,153,14,Low
40,Male,Illiterate,Maximum Security,High,High,6,0,0,185,20,Medium
21,Female,Secondary,Women's,High,High,10,4,3,197,35,High
59,Male,Primary,Maximum Security,High,High,4,0,0,337,9,Medium
63,Male,Bachelor's,Minimum Security,Low,Low,3,0,0,308,8,Low
61,Male,Primary,Maximum Security,High,High,7,2,0,34,19,High
27,Male,Secondary,Maximum Security,High,High,7,0,1,108,22,Medium
52,Male,Secondary,Minimum Security,Low,Medium,2,0,0,120,3,Low
59,Female,Preparatory,Maximum Security,High,High,5,0,1,355,14,Medium
40,Female,Primary,Women's,Medium,Medium,4,0,0,223,18,Low
65,Female,Bachelor's,Juvenile,Medium,High,7,2,0,302,22,Medium
37,Male,Literate,Minimum Security,Low,Low,2,0,0,311,8,Low
35,Male,Preparatory,Juvenile,Medium,Medium,8,1,0,98,20,Medium
33,Female,Bachelor's,Women's,Medium,Low,5,0,1,130,12,Low
64,Male,Bachelor's,Minimum Security,Low,Low,2,0,0,165,1,Low
36,Female,Secondary,Women's,High,High,5,1,1,260,19,Medium
39,Female,Bachelor's,Women's,High,Medium,12,0,1,200,36,Medium
65,Male,Primary,Maximum Security,High,High,6,1,1,55,15,High
33,Male,Secondary,Maximum Security,High,High,10,2,1,218,31,High
24,Male,Primary,Juvenile,Medium,Medium,5,1,1,358,16,Medium
33,Female,Secondary,Remand,Low,Low,2,0,0,352,3,Low
57,Male,Bachelor's,Maximum Security,High,Medium,10,3,2,189,25,High
64,Male,Literate,Remand,Medium,High,2,0,0,264,10,Low
55,Male,Primary,Maximum Security,High,High,9,2,2,259,27,High
48,Male,Primary,Remand,High,High,5,0,1,32,12,Medium
30,Male,Illiterate,Remand,Medium,Medium,6,1,1,216,17,Medium
19,Female,Bachelor's,Maximum Security,High,High,8,1,0,287,22,Medium
54,Female,Secondary,Minimum Security,Low,Low,1,0,0,279,1,Low
25,Male,Primary,Maximum Security,High,Medium,10,3,1,265,28,High
44,Male,Bachelor's,Maximum Security,High,High,10,3,0,287,26,Medium
18,Male,Postgraduate education,Minimum Security,Low,Low,2,0,0,337,8,Low
55,Male,Preparatory,Minimum Security,Low,Low,3,0,0,26,11,Medium
29,Male,Primary,Maximum Security,High,Medium,5,1,1,335,21,Medium
40,Female,Preparatory,Women's,Low,Low,3,0,0,139,17,Low
50,Male,Bachelor's,Maximum Security,High,High,6,2,0,351,19,Medium
48,Male,Illiterate,Maximum Security,High,High,13,0,0,190,45,High
34,Female,Secondary,Women's,Low,Low,4,0,0,327,12,Low
34,Male,Illiterate,Remand,Medium,Medium,9,3,1,281,23,High
31,Male,Secondary,Juvenile,Low,Low,3,0,0,318,13,Low
43,Male,Preparatory,Minimum Security,Low,Low,1,0,0,54,0,Low
35,Male,Primary,Maximum Security,High,Medium,6,0,0,174,23,Medium
35,Male,Secondary,Minimum Security,Low,Low,2,0,0,96,5,Low
59,Female,Primary,Juvenile,Medium,Medium,1,0,0,29,1,Medium
50,Male,Preparatory,Remand,Low,Low,3,0,0,193,8,Low
44,Female,Primary,Juvenile,Medium,Medium,5,0,0,265,11,Low
60,Male,Preparatory,Maximum Security,High,High,9,2,1,364,25,High
40,Male,Illiterate,Minimum Security,Low,Medium,3,0,0,131,1,Low
18,Female,Literate,Women's,High,High,7,1,0,301,21,Medium
44,Female,Preparatory,Maximum Security,High,Medium,10,0,3,88,23,High
29,Female,Secondary,Women's,Medium,Medium,4,0,0,304,12,Low
60,Male,Illiterate,Minimum Security,Low,Low,2,0,0,273,3,Low
50,Male,Secondary,Juvenile,Low,Low,4,0,0,33,10,Low
52,Male,Preparatory,Maximum Security,High,High,7,1,0,206,29,Medium
51,Female,Preparatory,Women's,High,High,8,2,1,357,26,High
61,Male,Preparatory,Maximum Security,High,High,5,1,0,119,17,Medium
59,Male,Primary,Juvenile,Medium,Low,5,0,0,17,19,Medium
47,Male,Secondary,Minimum Security,Low,Medium,4,0,0,99,6,Low
37,Female,Secondary,Women's,Medium,High,5,0,1,173,13,Medium
39,Male,Postgraduate education,Juvenile,Low,Medium,3,0,0,148,7,Low
32,Female,Preparatory,Juvenile,Medium,Medium,6,0,1,358,17,Medium
36,Male,Primary,Remand,Medium,Medium,3,0,0,120,4,Low
65,Male,Preparatory,Maximum Security,High,High,9,3,2,347,24,High
21,Male,Bachelor's,Maximum Security,High,Medium,13,4,4,77,42,High
42,Male,Bachelor's,Maximum Security,High,High,10,4,0,359,30,High
51,Male,Primary,Juvenile,Medium,Medium,3,0,0,144,5,Low
44,Male,Bachelor's,Maximum Security,High,High,7,1,0,356,31,Medium
23,Male,Bachelor's,Maximum Security,High,High,10,1,3,84,30,High
43,Male,Illiterate,Maximum Security,High,High,7,1,0,47,21,High
36,Male,Preparatory,Remand,High,High,7,1,0,38,22,Medium
50,Male,Illiterate,Remand,Medium,Low,1,0,0,52,0,Low
30,Male,Preparatory,Juvenile,Low,Low,1,0,0,71,9,Low
