Age,Gender,Sentence Type,education_level,Sentence_duration_months,Incident_count,violent_incidents_count,escape_incidents_count,Recidivism_score
34,Male,Weapons Offense,Illiterate,91,13,0,0,55.1
32,Male,Assault,Secondary,111,13,5,1,78.4
33,Male,Public Order,Secondary,18,10,1,0,38.1
28,Male,Kidnapping,Postgraduate education,126,14,1,0,53.9
64,Male,Theft,Preparatory,22,16,6,1,67.0
33,Male,Assault,Secondary,73,6,2,0,46.3
28,Male,Kidnapping,Postgraduate education,282,15,4,2,81.2
22,Female,Drug Offense,Illiterate,65,6,0,0,47.2
65,Male,Fraud,Secondary,60,10,2,2,43.4
56,Male,Burglary,Preparatory,31,9,3,1,41.0
56,Male,Vandalism,Secondary,7,7,0,1,25.9
51,Female,Drug Offense,Secondary,16,6,2,1,35.1
42,Male,Assault,Bachelor's,58,8,2,2,54.3
46,Male,Murder,Literate,264,13,0,1,78.1
38,Male,Sexual Offense,Primary,202,19,1,2,88.8
20,Male,Burglary,Illiterate,70,13,4,1,73.2
48,Male,Weapons Offense,Secondary,77,11,3,3,68.3
50,Female,Drug Offense,Literate,34,8,2,1,41.1
21,Male,Cybercrime,Primary,50,12,2,3,71.3
57,Male,Theft,Illiterate,32,5,1,1,36.1
57,Male,Fraud,Secondary,69,11,4,0,42.2
50,Female,Burglary,Bachelor's,53,9,1,0,31.6
22,Male,Robbery,Primary,68,5,0,1,49.8
43,Male,Assault,Bachelor's,45,11,1,0,44.5
33,Male,Assault,Preparatory,115,7,2,0,49.0
40,Male,Burglary,Secondary,65,14,6,3,67.7
38,Male,Sexual Offense,Secondary,212,11,2,1,66.7
38,Male,Sexual Offense,Primary,221,10,4,0,74.5
62,Male,Assault,Secondary,27,9,3,0,44.6
39,Male,Assault,Preparatory,100,7,2,1,49.7
59,Male,Vandalism,Preparatory,30,13,2,3,61.8
19,Male,Sexual Offense,Illiterate,190,15,1,3,96.9
55,Male,Robbery,Secondary,49,11,0,0,28.5
38,Male,Robbery,Bachelor's,108,10,2,1,49.2
21,Female,Fraud,Secondary,15,13,2,3,68.9
26,Male,Arson,Secondary,115,12,0,1,55.5
58,Female,Assault,Illiterate,103,15,4,2,78.7
44,Male,Robbery,Preparatory,86,10,4,0,61.3
19,Female,Robbery,Illiterate,57,7,2,0,56.7
23,Male,Assault,Literate,45,8,0,0,57.2
60,Male,Robbery,Secondary,49,8,1,2,46.9
51,Male,Vandalism,Bachelor's,25,9,3,0,32.1
55,Male,Assault,Postgraduate education,101,15,0,5,73.6
58,Male,Fraud,Primary,32,9,0,1,36.5
35,Male,Assault,Preparatory,117,12,3,2,71.5
55,Male,Vandalism,Secondary,29,6,0,1,25.2
61,Female,Arson,Primary,64,7,2,1,48.9
49,Female,Burglary,Secondary,63,13,2,4,69.8
64,Male,Weapons Offense,Literate,33,3,0,0,37.8
28,Male,Robbery,Secondary,106,11,1,3,68.0
36,Male,Vandalism,Bachelor's,6,7,0,1,29.8
23,Male,Vandalism,Secondary,13,9,1,2,48.5
48,Male,Drug Offense,Literate,47,9,0,0,39.1
54,Male,Vandalism,Preparatory,13,7,2,1,38.0
31,Male,Fraud,Primary,84,7,1,1,49.7
57,Male,Theft,Primary,36,9,1,0,36.7
39,Male,Assault,Illiterate,57,9,0,1,59.0
23,Male,Sexual Offense,Bachelor's,168,13,1,2,75.6
27,Male,Kidnapping,Preparatory,201,13,5,3,90.2
32,Male,Murder,Illiterate,283,19,1,2,100.0
61,Female,Cybercrime,Preparatory,21,13,3,2,48.8
39,Male,Robbery,Illiterate,52,16,2,0,63.1
64,Male,Burglary,Primary,44,12,2,0,46.9
40,Male,Fraud,Primary,45,10,2,2,55.9
44,Male,Assault,Preparatory,87,8,1,1,52.3
30,Male,Assault,Secondary,68,8,1,2,58.6
56,Female,Burglary,Primary,44,11,2,2,52.5
20,Male,Sexual Offense,Secondary,219,8,2,2,76.4
23,Male,Vandalism,Illiterate,18,16,7,2,82.2
30,Female,Kidnapping,Secondary,135,11,1,0,55.4
50,Male,Robbery,Illiterate,119,11,4,1,67.7
37,Male,Drug Offense,Bachelor's,18,7,2,0,35.9
60,Male,Theft,Secondary,15,14,2,4,68.8
23,Male,Weapons Offense,Secondary,44,6,1,0,47.4
61,Female,Theft,Primary,29,6,1,1,36.3
49,Male,Sexual Offense,Preparatory,213,13,3,4,95.0
47,Male,Vandalism,Primary,32,9,1,0,36.1
42,Male,Fraud,Primary,19,9,1,2,47.3
31,Male,Public Order,Literate,11,17,4,2,72.7
62,Male,Fraud,Secondary,26,10,0,1,31.2
24,Female,Theft,Secondary,39,7,2,0,42.8
38,Male,Burglary,Illiterate,51,12,2,1,66.0
64,Male,Burglary,Primary,53,9,3,0,43.6
23,Male,Drug Offense,Postgraduate education,51,8,0,2,50.5
59,Male,Robbery,Secondary,95,11,1,3,64.3
19,Male,Burglary,Preparatory,63,9,0,2,57.3
45,Male,Assault,Secondary,64,13,1,0,44.0
58,Female,Kidnapping,Primary,249,8,3,1,69.7
48,Male,Theft,Bachelor's,29,15,6,0,47.7
36,Male,Burglary,Postgraduate education,54,14,6,3,69.3
26,Male,Cybercrime,Bachelor's,35,9,3,1,36.7
33,Male,Murder,Illiterate,470,11,1,0,76.9
38,Male,Weapons Offense,Primary,28,14,5,2,80.5
28,Male,Vandalism,Bachelor's,35,4,0,0,22.1
57,Male,Assault,Literate,71,11,0,3,69.1
52,Male,Robbery,Postgraduate education,107,6,1,1,28.0
56,Female,Drug Offense,Bachelor's,87,8,2,0,38.7
37,Male,Fraud,Illiterate,54,9,2,2,58.2
57,Male,Kidnapping,Secondary,190,7,2,0,52.4
38,Male,Fraud,Postgraduate education,50,8,1,2,33.2
45,Male,Robbery,Primary,110,13,1,2,67.3
18,Male,Theft,Preparatory,22,8,0,2,47.0
27,Female,Cybercrime,Secondary,30,13,0,0,40.4
49,Male,Robbery,Preparatory,37,10,3,1,51.3
22,Male,Assault,Preparatory,111,9,3,1,76.4
40,Male,Theft,Secondary,27,6,2,1,36.5
46,Female,Kidnapping,Secondary,178,6,2,0,60.1
45,Male,Arson,Bachelor's,41,8,2,1,43.0
65,Male,Assault,Illiterate,112,9,2,1,57.6
37,Male,Assault,Bachelor's,28,13,2,4,78.7
58,Male,Robbery,Bachelor's,41,12,5,0,48.3
61,Male,Fraud,Primary,50,11,1,0,44.9
18,Male,Murder,Literate,224,13,0,0,85.0
42,Female,Fraud,Primary,34,12,2,0,46.7
49,Male,Drug Offense,Secondary,37,15,5,0,62.2
26,Male,Arson,Preparatory,100,13,0,3,71.4
39,Female,Public Order,Secondary,14,9,2,2,40.7
43,Male,Assault,Primary,119,15,3,5,88.1
47,Male,Robbery,Bachelor's,122,9,3,1,58.8
44,Male,Assault,Secondary,98,16,6,2,80.5
37,Female,Murder,Preparatory,302,12,4,2,82.9
42,Male,Drug Offense,Primary,59,7,1,0,47.2
38,Male,Fraud,Bachelor's,21,7,1,1,28.0
32,Male,Robbery,Postgraduate education,59,3,0,0,27.8
26,Male,Fraud,Illiterate,31,8,0,2,47.3
41,Male,Fraud,Secondary,22,14,1,2,49.8
27,Male,Assault,Secondary,118,6,2,0,39.7
37,Male,Arson,Bachelor's,110,6,1,0,39.4
49,Male,Assault,Secondary,88,8,3,1,57.4
58,Male,Fraud,Primary,66,7,1,0,32.7
32,Male,Burglary,Secondary,28,9,0,0,33.6
63,Male,Murder,Bachelor's,273,11,2,2,69.2
29,Male,Vandalism,Secondary,30,9,0,1,41.1
34,Male,Theft,Literate,33,12,1,2,61.8
36,Male,Weapons Offense,Secondary,38,17,5,1,69.1
49,Male,Public Order,Secondary,3,7,0,0,16.1
54,Male,Cybercrime,Primary,49,8,1,2,39.7
59,Male,Assault,Secondary,52,10,0,2,46.5
42,Male,Vandalism,Literate,3,7,0,1,44.6
44,Male,Fraud,Primary,57,10,4,2,63.2
49,Male,Fraud,Secondary,33,7,1,1,38.6
56,Male,Vandalism,Illiterate,22,14,0,1,46.4
18,Male,Sexual Offense,Primary,136,6,0,1,62.7
48,Male,Burglary,Literate,61,7,0,1,46.4
51,Male,Assault,Bachelor's,72,9,3,2,51.5
31,Male,Robbery,Secondary,65,16,7,4,99.7
39,Male,Theft,Secondary,47,10,1,1,42.9
27,Male,Burglary,Postgraduate education,12,12,3,2,52.1
61,Male,Vandalism,Secondary,24,6,2,0,21.5
50,Male,Fraud,Literate,20,9,1,2,49.1
53,Male,Weapons Offense,Postgraduate education,32,11,4,1,50.3
63,Male,Drug Offense,Literate,22,13,0,1,57.7
47,Male,Drug Offense,Secondary,38,16,6,5,92.4
58,Male,Fraud,Primary,50,9,1,0,34.9
48,Male,Theft,Primary,29,5,1,0,30.5
38,Male,Robbery,Illiterate,61,14,2,1,69.1
61,Male,Theft,Literate,45,7,1,1,35.9
56,Male,Public Order,Bachelor's,16,5,0,1,19.6
41,Male,Drug Offense,Primary,25,13,1,2,58.2
60,Male,Sexual Offense,Secondary,128,7,1,0,46.7
62,Male,Drug Offense,Preparatory,24,7,0,0,32.8
55,Male,Theft,Secondary,18,20,4,5,87.2
21,Male,Assault,Secondary,82,10,4,3,81.4
22,Male,Vandalism,Preparatory,12,6,2,0,41.2
36,Male,Drug Offense,Secondary,89,16,0,1,47.7
22,Male,Theft,Secondary,35,13,2,4,75.9
33,Male,Cybercrime,Bachelor's,51,7,0,1,23.2
22,Male,Robbery,Preparatory,99,8,1,0,52.9
44,Male,Theft,Preparatory,8,15,4,0,47.3
44,Male,Assault,Bachelor's,41,10,1,0,46.6
50,Female,Burglary,Literate,72,8,2,0,42.3
42,Male,Murder,Primary,317,8,0,0,58.4
63,Female,Drug Offense,Illiterate,28,9,0,1,46.6
54,Male,Vandalism,Secondary,21,10,0,1,22.2
30,Male,Kidnapping,Primary,201,9,0,0,62.3
47,Male,Vandalism,Preparatory,28,11,1,1,40.1
22,Male,Burglary,Secondary,66,6,1,1,38.5
45,Male,Robbery,Secondary,40,10,3,0,46.9
63,Female,Vandalism,Secondary,25,13,2,3,46.7
64,Male,Assault,Primary,50,8,2,1,50.6
54,Male,Public Order,Secondary,12,6,1,1,24.7
55,Male,Fraud,Illiterate,26,11,4,3,67.1
55,Male,Theft,Secondary,4,8,1,0,19.9
44,Male,Murder,Primary,297,13,0,0,66.4
44,Male,Assault,Preparatory,80,11,2,1,57.3
26,Male,Theft,Bachelor's,17,8,3,1,43.6
58,Male,Murder,Secondary,214,11,4,2,78.7
28,Male,Weapons Offense,Secondary,74,7,0,0,40.1
48,Male,Burglary,Literate,13,8,3,2,60.2
30,Male,Burglary,Secondary,44,11,4,3,63.8
32,Female,Fraud,Preparatory,12,6,0,0,34.1
47,Male,Murder,Secondary,357,10,2,3,80.3
43,Male,Robbery,Secondary,143,11,2,0,47.0
30,Male,Assault,Illiterate,57,9,2,2,71.7
43,Male,Burglary,Primary,37,13,4,1,58.1
34,Male,Theft,Bachelor's,24,11,3,0,36.5
35,Female,Cybercrime,Secondary,37,6,0,1,21.3
65,Female,Sexual Offense,Illiterate,186,15,6,5,100.0
51,Female,Assault,Literate,44,11,4,3,76.3
39,Male,Theft,Postgraduate education,14,5,1,1,17.3
45,Male,Fraud,Primary,75,9,0,2,43.6
50,Female,Drug Offense,Secondary,78,6,2,1,37.8
21,Male,Vandalism,Secondary,27,10,3,3,65.9
25,Male,Drug Offense,Preparatory,13,12,3,2,65.2
20,Male,Weapons Offense,Secondary,28,12,4,1,71.7
46,Male,Assault,Primary,74,4,1,0,44.0
46,Female,Sexual Offense,Secondary,223,11,1,2,70.7
36,Male,Fraud,Secondary,16,9,3,2,47.0
53,Male,Theft,Literate,36,6,1,0,29.4
38,Female,Fraud,Illiterate,40,10,2,2,58.1
27,Male,Public Order,Primary,5,5,0,0,30.9
60,Male,Burglary,Secondary,23,10,4,2,51.1
40,Male,Theft,Postgraduate education,40,10,3,2,38.8
59,Male,Arson,Secondary,37,6,1,0,29.4
54,Male,Drug Offense,Primary,35,11,1,2,57.4
38,Male,Drug Offense,Secondary,87,8,2,1,43.2
20,Male,Burglary,Secondary,27,12,4,3,76.0
53,Male,Assault,Preparatory,83,7,1,0,44.6
42,Male,Theft,Secondary,13,14,4,2,55.1
64,Male,Weapons Offense,Bachelor's,33,9,3,2,50.3
30,Male,Vandalism,Illiterate,16,10,1,0,53.2
54,Male,Public Order,Secondary,18,13,3,0,36.1
47,Male,Drug Offense,Secondary,14,11,2,2,58.6
51,Male,Burglary,Primary,56,9,1,1,45.5
54,Male,Drug Offense,Bachelor's,69,14,2,2,56.4
63,Male,Fraud,Preparatory,77,11,0,2,45.4
28,Female,Assault,Primary,63,10,1,2,63.6
53,Male,Robbery,Primary,141,8,0,1,42.1
24,Male,Assault,Preparatory,67,10,1,2,64.0
46,Male,Fraud,Preparatory,21,3,0,0,21.6
55,Male,Sexual Offense,Bachelor's,239,15,1,3,81.6
53,Male,Arson,Bachelor's,43,9,3,1,48.7
27,Male,Public Order,Preparatory,15,7,2,0,38.7
35,Male,Assault,Secondary,47,12,4,0,58.2
33,Male,Theft,Preparatory,27,14,3,2,59.7
46,Male,Assault,Secondary,106,8,3,2,59.4
28,Male,Drug Offense,Secondary,34,8,2,1,49.3
42,Male,Arson,Preparatory,60,9,3,0,49.1
43,Male,Vandalism,Preparatory,19,11,4,1,58.3
62,Male,Sexual Offense,Primary,154,14,5,1,78.6
46,Male,Burglary,Preparatory,31,5,0,0,24.7
37,Male,Weapons Offense,Preparatory,42,10,0,3,59.5
38,Male,Fraud,Bachelor's,18,11,4,1,39.5
63,Male,Assault,Bachelor's,37,16,7,3,77.0
25,Male,Assault,Bachelor's,53,15,2,3,75.3
52,Male,Theft,Preparatory,21,13,3,3,62.5
65,Male,Public Order,Secondary,2,10,3,0,27.1
60,Male,Cybercrime,Postgraduate education,6,9,0,0,20.8
56,Male,Assault,Primary,32,7,1,1,45.8
55,Male,Assault,Secondary,46,7,1,0,34.9
49,Male,Public Order,Illiterate,21,14,0,3,59.8
37,Male,Cybercrime,Preparatory,50,10,2,3,54.8
33,Male,Arson,Secondary,67,10,2,2,61.6
37,Male,Cybercrime,Literate,55,9,0,1,42.7
38,Male,Robbery,Primary,79,15,6,5,98.6
64,Male,Assault,Bachelor's,41,6,0,0,29.9
43,Male,Murder,Bachelor's,283,6,2,1,62.4
28,Female,Public Order,Secondary,5,10,0,1,33.3
47,Male,Theft,Preparatory,45,13,3,4,66.1
42,Male,Sexual Offense,Secondary,192,14,4,4,100.0
55,Female,Public Order,Primary,14,11,0,3,46.0
64,Male,Public Order,Postgraduate education,21,11,4,0,28.7
48,Male,Drug Offense,Primary,47,7,2,1,45.9
48,Male,Assault,Bachelor's,47,12,4,1,63.8
44,Male,Murder,Bachelor's,242,11,0,0,49.7
57,Male,Sexual Offense,Bachelor's,119,16,4,2,74.6
63,Female,Weapons Offense,Secondary,41,12,1,1,46.6
50,Male,Theft,Bachelor's,28,8,2,2,41.0
29,Male,Drug Offense,Primary,24,13,3,2,73.7
50,Male,Fraud,Primary,81,8,2,1,38.5
57,Male,Assault,Preparatory,54,13,3,4,73.0
23,Male,Theft,Bachelor's,25,10,3,0,50.5
43,Male,Burglary,Bachelor's,44,12,4,1,55.6
27,Male,Burglary,Secondary,67,13,4,4,78.5
57,Male,Public Order,Secondary,18,2,0,0,14.9
42,Male,Theft,Bachelor's,35,16,4,1,62.8
55,Male,Drug Offense,Illiterate,30,10,1,1,47.1
65,Male,Theft,Preparatory,37,12,0,3,44.0
44,Female,Robbery,Primary,116,12,1,2,71.7
31,Male,Fraud,Secondary,79,14,6,2,72.9
52,Male,Theft,Literate,26,13,0,0,34.0
52,Male,Assault,Secondary,105,10,1,1,49.9
36,Male,Weapons Offense,Secondary,74,13,2,0,52.2
31,Male,Burglary,Illiterate,47,9,0,0,47.4
36,Male,Theft,Literate,28,13,1,4,72.1
27,Male,Theft,Bachelor's,47,4,0,0,17.1
43,Male,Theft,Bachelor's,21,17,2,0,38.0
60,Male,Murder,Secondary,401,10,0,1,68.3
33,Male,Drug Offense,Primary,16,6,1,1,52.2
32,Female,Theft,Bachelor's,9,9,2,1,41.8
42,Male,Arson,Preparatory,54,8,0,2,49.5
51,Male,Vandalism,Primary,21,4,1,0,26.6
18,Male,Robbery,Secondary,84,12,2,1,60.2
27,Male,Murder,Illiterate,233,7,2,1,80.9
58,Male,Robbery,Preparatory,40,14,2,2,66.7
42,Male,Arson,Secondary,120,15,3,4,82.7
21,Male,Fraud,Illiterate,65,8,0,1,50.5
55,Male,Theft,Primary,45,13,4,0,48.6
39,Male,Vandalism,Secondary,27,6,0,0,21.1
26,Female,Robbery,Postgraduate education,89,11,0,0,37.5
42,Male,Murder,Primary,420,7,1,0,72.7
32,Male,Theft,Illiterate,25,5,0,0,35.4
21,Female,Weapons Offense,Primary,51,11,0,3,71.4
51,Male,Fraud,Secondary,13,15,0,4,65.9
47,Male,Theft,Bachelor's,46,12,3,2,44.9
47,Male,Drug Offense,Preparatory,33,14,4,1,72.7
33,Male,Theft,Primary,4,10,4,0,59.4
45,Male,Theft,Secondary,17,10,2,1,34.2
32,Male,Arson,Preparatory,46,9,0,1,53.6
34,Male,Arson,Primary,44,7,0,0,42.2
28,Male,Vandalism,Secondary,13,11,4,3,60.6
36,Male,Murder,Literate,272,7,1,1,65.3
50,Female,Weapons Offense,Illiterate,47,6,0,0,43.8
21,Male,Vandalism,Secondary,11,10,4,2,54.5
25,Male,Cybercrime,Secondary,13,8,2,0,33.7
28,Male,Assault,Primary,29,12,5,0,69.8
38,Male,Assault,Primary,115,11,0,1,60.8
26,Male,Weapons Offense,Illiterate,61,10,0,0,57.4
33,Male,Vandalism,Secondary,13,4,1,0,22.4
41,Male,Arson,Preparatory,112,11,4,0,59.9
43,Male,Vandalism,Primary,17,10,1,3,58.3
50,Female,Robbery,Secondary,122,13,0,2,53.4
32,Male,Fraud,Primary,46,8,2,2,52.7
27,Male,Murder,Primary,448,9,3,1,83.4
19,Male,Public Order,Preparatory,21,4,1,0,29.8
34,Male,Robbery,Preparatory,67,15,3,0,64.5
26,Male,Theft,Primary,4,15,6,5,95.5
39,Female,Arson,Primary,101,13,0,0,52.9
49,Male,Robbery,Illiterate,76,6,0,1,59.2
25,Male,Weapons Offense,Preparatory,45,6,2,0,44.4
24,Male,Theft,Primary,19,7,0,0,37.6
48,Male,Burglary,Literate,16,10,2,0,40.9
48,Male,Weapons Offense,Bachelor's,25,8,0,2,44.8
19,Male,Burglary,Preparatory,55,12,3,2,73.3
50,Male,Weapons Offense,Preparatory,66,8,2,0,43.3
61,Female,Arson,Preparatory,71,10,0,1,43.1
56,Male,Fraud,Illiterate,29,7,1,0,37.0
32,Male,Sexual Offense,Secondary,216,14,6,3,100.0
34,Male,Theft,Literate,3,10,0,2,58.5
30,Male,Drug Offense,Preparatory,31,10,3,2,60.1
40,Male,Theft,Preparatory,40,12,1,2,43.5
58,Male,Robbery,Secondary,135,15,1,3,66.4
41,Male,Theft,Preparatory,48,2,0,0,18.4
39,Male,Assault,Literate,79,15,5,4,99.0
44,Male,Weapons Offense,Bachelor's,51,9,3,1,52.8
60,Male,Assault,Preparatory,90,6,0,0,34.4
22,Male,Theft,Bachelor's,38,12,0,1,57.7
22,Male,Burglary,Preparatory,29,12,0,0,46.3
28,Male,Cybercrime,Preparatory,54,14,2,4,75.0
57,Male,Burglary,Secondary,34,7,2,0,30.1
33,Male,Theft,Secondary,28,9,2,0,37.6
20,Male,Assault,Primary,47,5,1,1,52.7
56,Male,Vandalism,Bachelor's,21,8,2,1,28.5
63,Male,Theft,Primary,41,5,0,1,32.0
49,Male,Robbery,Postgraduate education,70,10,2,1,46.0
64,Male,Drug Offense,Secondary,71,4,1,0,25.8
20,Male,Murder,Secondary,474,9,2,2,86.9
44,Male,Theft,Primary,27,15,0,4,65.5
39,Male,Weapons Offense,Primary,73,10,1,3,64.4
24,Male,Theft,Primary,46,6,1,1,49.7
34,Male,Assault,Bachelor's,75,10,3,2,64.9
52,Female,Sexual Offense,Illiterate,109,10,0,1,61.7
51,Male,Theft,Secondary,48,2,0,0,7.0
61,Male,Cybercrime,Preparatory,46,11,4,0,47.5
35,Female,Theft,Bachelor's,13,4,1,0,17.6
24,Female,Assault,Secondary,82,9,1,2,68.2
60,Male,Theft,Secondary,39,8,0,2,32.8
55,Male,Robbery,Preparatory,65,12,4,3,74.5
44,Male,Arson,Literate,69,7,1,0,45.9
52,Male,Assault,Secondary,115,5,1,0,28.7
44,Male,Weapons Offense,Bachelor's,73,16,6,5,94.1
38,Male,Sexual Offense,Secondary,113,14,2,3,77.0
53,Female,Vandalism,Secondary,10,6,2,0,25.9
28,Male,Arson,Secondary,104,10,4,3,79.3
50,Male,Drug Offense,Primary,86,9,3,2,61.0
22,Male,Fraud,Secondary,49,10,3,1,50.8
24,Male,Fraud,Postgraduate education,54,9,0,0,32.2
41,Male,Sexual Offense,Illiterate,167,12,1,0,70.0
31,Male,Fraud,Literate,53,10,3,1,63.4
41,Male,Public Order,Illiterate,4,12,2,3,61.6
45,Male,Vandalism,Primary,9,15,2,0,47.5
35,Male,Theft,Illiterate,20,9,2,1,43.4
20,Male,Fraud,Illiterate,42,10,4,2,77.3
25,Male,Assault,Postgraduate education,29,11,4,0,42.9
46,Male,Drug Offense,Literate,64,10,1,2,57.9
51,Male,Burglary,Secondary,54,12,1,0,35.4
39,Male,Robbery,Preparatory,62,8,1,1,42.9
65,Male,Public Order,Secondary,19,10,2,1,32.0
65,Male,Cybercrime,Preparatory,57,13,1,3,58.1
59,Female,Assault,Primary,76,9,1,2,60.9
44,Male,Cybercrime,Postgraduate education,34,14,6,1,50.8
64,Female,Assault,Bachelor's,95,8,2,0,43.1
62,Female,Drug Offense,Secondary,73,9,3,0,42.0
22,Female,Vandalism,Primary,12,11,2,2,63.5
40,Male,Drug Offense,Secondary,75,10,2,3,65.8
47,Male,Robbery,Secondary,36,7,2,0,42.9
58,Male,Robbery,Primary,38,7,2,0,39.0
34,Male,Weapons Offense,Primary,31,10,3,3,78.8
20,Male,Burglary,Illiterate,55,13,2,3,80.2
43,Male,Assault,Literate,24,7,0,0,44.0
46,Male,Theft,Preparatory,48,9,3,1,51.2
65,Male,Theft,Preparatory,23,6,2,1,25.0
18,Male,Vandalism,Primary,32,14,0,4,76.4
28,Male,Drug Offense,Illiterate,49,6,2,1,62.9
31,Male,Drug Offense,Preparatory,64,13,5,3,84.3
47,Male,Weapons Offense,Literate,80,11,2,3,81.5
20,Male,Fraud,Primary,21,6,1,1,49.8
43,Male,Public Order,Secondary,11,9,3,2,42.8
50,Male,Assault,Bachelor's,40,13,2,3,58.3
39,Male,Vandalism,Preparatory,32,6,1,1,37.7
50,Male,Drug Offense,Secondary,67,11,0,1,42.4
57,Male,Sexual Offense,Literate,185,10,1,3,77.6
20,Male,Burglary,Bachelor's,27,7,0,0,31.7
34,Male,Drug Offense,Postgraduate education,40,8,2,2,50.0
23,Male,Theft,Secondary,6,8,0,1,39.6
63,Male,Assault,Preparatory,65,10,0,2,50.1
36,Male,Robbery,Secondary,58,13,2,3,69.0
35,Male,Public Order,Literate,14,9,3,0,38.6
54,Male,Robbery,Secondary,100,7,2,1,42.3
65,Male,Theft,Secondary,3,5,0,1,27.4
41,Male,Theft,Postgraduate education,36,18,8,3,75.7
20,Female,Assault,Primary,52,5,0,1,56.9
42,Male,Assault,Secondary,107,9,0,2,53.7
53,Male,Fraud,Bachelor's,29,10,3,1,48.0
44,Male,Theft,Preparatory,25,6,2,0,29.0
60,Male,Assault,Preparatory,44,11,3,2,60.6
57,Female,Theft,Preparatory,34,10,0,1,38.6
35,Male,Theft,Primary,46,8,1,0,35.2
55,Male,Vandalism,Secondary,30,10,1,0,25.1
59,Male,Weapons Offense,Secondary,43,12,5,2,65.6
43,Male,Assault,Illiterate,106,16,3,2,87.5
29,Male,Fraud,Preparatory,73,14,5,3,75.1
55,Female,Assault,Bachelor's,33,6,2,0,35.6
55,Male,Cybercrime,Primary,27,9,3,1,54.6
31,Male,Public Order,Preparatory,7,12,3,2,57.3
35,Male,Burglary,Bachelor's,45,20,9,3,99.9
59,Male,Theft,Postgraduate education,30,16,5,4,64.4
62,Male,Burglary,Primary,60,9,2,0,42.8
23,Male,Drug Offense,Illiterate,31,8,3,2,75.0
62,Male,Assault,Primary,43,4,1,0,43.6
27,Male,Drug Offense,Primary,69,13,2,4,78.4
20,Male,Assault,Postgraduate education,24,9,3,0,46.2
24,Male,Sexual Offense,Literate,209,14,1,1,83.8
22,Male,Assault,Illiterate,95,16,2,0,76.7
56,Female,Drug Offense,Primary,50,8,2,0,47.3
53,Male,Weapons Offense,Secondary,39,9,0,1,42.3
26,Female,Assault,Preparatory,100,6,0,1,46.5
33,Male,Theft,Bachelor's,23,11,0,2,44.9
50,Male,Drug Offense,Bachelor's,54,8,0,2,37.5
59,Female,Assault,Secondary,58,7,1,0,42.8
19,Male,Robbery,Bachelor's,79,7,1,0,46.2
20,Male,Kidnapping,Secondary,132,8,1,1,56.1
39,Male,Weapons Offense,Primary,90,12,4,3,82.1
64,Male,Assault,Secondary,99,17,2,5,92.1
20,Male,Public Order,Secondary,3,11,0,2,49.3
24,Male,Fraud,Primary,14,10,1,1,57.2
26,Female,Theft,Bachelor's,21,13,5,3,63.8
45,Female,Vandalism,Secondary,12,13,3,2,52.8
50,Male,Sexual Offense,Secondary,184,9,0,2,62.9
54,Male,Burglary,Secondary,15,11,1,1,43.5
47,Male,Robbery,Preparatory,107,13,0,0,51.3
34,Male,Sexual Offense,Primary,115,17,5,5,100.0
29,Male,Cybercrime,Literate,21,4,0,0,33.7
32,Male,Vandalism,Secondary,26,12,3,2,60.7
44,Female,Fraud,Secondary,27,8,2,0,39.4
44,Male,Assault,Bachelor's,89,10,1,3,62.7
58,Male,Theft,Postgraduate education,42,10,4,0,28.8
40,Male,Robbery,Bachelor's,108,10,2,0,40.1
61,Male,Robbery,Literate,70,9,3,1,60.1
40,Male,Fraud,Bachelor's,84,12,2,1,47.0
38,Male,Cybercrime,Secondary,60,10,4,3,68.2
32,Male,Public Order,Postgraduate education,24,11,3,3,52.6
53,Female,Fraud,Illiterate,35,9,3,1,48.4
44,Male,Burglary,Bachelor's,35,7,0,1,30.0
41,Male,Robbery,Preparatory,100,12,2,3,74.6
65,Male,Robbery,Preparatory,109,10,2,2,65.0
33,Male,Public Order,Preparatory,12,11,1,0,41.7
35,Male,Weapons Offense,Bachelor's,84,10,1,1,47.8
50,Male,Murder,Bachelor's,243,8,1,2,59.1
55,Male,Assault,Preparatory,72,14,0,0,46.4
57,Male,Fraud,Bachelor's,65,7,2,0,31.4
27,Female,Assault,Literate,54,6,2,1,61.7
44,Male,Theft,Literate,24,10,3,2,52.8
32,Female,Theft,Primary,41,10,0,3,66.5
63,Male,Fraud,Primary,72,11,3,2,73.1
53,Male,Arson,Illiterate,53,13,5,0,60.2
50,Male,Cybercrime,Preparatory,49,14,5,1,61.7
19,Male,Murder,Preparatory,189,11,1,0,77.3
26,Male,Drug Offense,Secondary,46,9,1,0,40.1
47,Male,Fraud,Primary,24,6,0,1,30.7
59,Male,Burglary,Illiterate,59,9,1,1,46.0
31,Male,Burglary,Secondary,64,15,5,2,67.2
51,Male,Drug Offense,Preparatory,71,11,1,2,53.8
54,Male,Cybercrime,Preparatory,37,6,2,1,31.8
65,Male,Assault,Secondary,120,10,1,0,42.6
21,Male,Theft,Secondary,6,13,0,0,37.0
36,Male,Burglary,Primary,59,11,0,1,54.0
47,Male,Burglary,Illiterate,17,17,2,4,83.2
59,Male,Assault,Preparatory,103,12,4,1,63.3
40,Male,Burglary,Bachelor's,71,13,1,0,36.9
36,Male,Robbery,Secondary,114,6,2,0,45.8
26,Male,Theft,Bachelor's,34,8,1,0,38.0
